final_text,sentimentLabel,stemmed_text
untuk apa ijin memakai and manage phone call dan akses camerafile media,positive,ijin pakai manage phone call akses camerafile media
tambahkan notifikasi yang muncul di handphone kita agar lebih mudah mengetahui buku sudah tersedia,positive,tambah notifikasi muncul handphone mudah buku sedia
terima kasih atas perbaikan aplikasinya akhirnya bisa ngeread ebook yang dipinjam terima kasih banyak ipusnas jaya selalu,positive,terima kasih baik aplikasi ngeread ebook pinjam terima kasih ipusnas jaya
bisa lah lebih dikembangin lagi saran tambah list antri yang bisa dilihat tambah history bacapencarian nama uploader dimunculkan di buku yang di upload tolong diperbaiki soalnya sering lemot bisa baca buku yang sudah di download walaupun hp enggak menyambung internet,negative,dikembangin saran list antri history bacapencarian nama uploader muncul buku upload tolong baik lot baca buku download hp enggak sambung internet
harry potter just an old series like this they dont have im feeling speechless also why they need tapi change the system setting seems intrusive,neutral,harry potter old series like dont im feeling speechless also need change system setting seems intrusive
gratis sih tapi eror muluu,neutral,gratis sih eror muluu
interface aplikasi masih oldfashioned bukunya tolong dibanyakin copy an nya setidaknya kasih tenggat waktu untuk peminjam agar segera dikembalikan karena banyak yang mau pinjam,negative,interface aplikasi oldfashioned buku tolong dibanyakin copy nya kasih tenggat pinjam kembali pinjam
aplikasi yang sangat membantu bisa membaca dimana saja tanpa harus membawa buku secara fisik memang rasanya lebih asyik baca buku secara langsung oh ya mohon mode gelap disempurnakan lagi sudah diaktifkan tapi belum berfungsi,negative,aplikasi bantu baca mana bawa buku fisik asyik baca buku langsung oh ya mohon mode gelap sempurna aktif fungsi
sama sekali belum aksesibel buat pengguna tunanetra yang pakai screen reader,positive,aksesibel guna tunanetra pakai screen reader
aplikasinya bagus buat yang mau belajar membiasakan diri buat membaca termasuk saya tapi aneh kok beberapa minggu ini saya enggak bisa download bukunya lagi dan tidak bisa membaca buku yang sudah saya download please yang tau mohon bantuannya dong cara mengembalikannya jadi normal,negative,aplikasi bagus ajar biasa baca aneh minggu enggak download buku tidak baca buku download please tau mohon bantu kembali normal
koleksi bukunya sudah banyak namun tolong dikembangkan sistem notifikasinya jangan hanya muncul notif jika appnya dibuka jujur sampai sekarang saya tidak tahu bagaimana caranya akun tertentu bisa meminjam buku dengan antrian yang panjang tanpa notifikasi dari layar hp,negative,koleksi buku tolong kembang sistem notifikasi muncul notif appnya buka jujur tidak akun pinjam buku antri notifikasi layar hp
read anytime anywhere,neutral,read anytime anywhere
aplikasi ini sangat saya rekomendasikan apalagi dalam situasi seperti ini overall aplikasi ini bagus tetapi saya sedikit kerepotan dengan buku yang sudah saya pinjam dan download kalau bisa habis didownload seharusnya bisa dibuka secara offline lewat aplikasinya tapi kadang tidak bisa dibuka dan harus online lagi baru bisa dibaca,negative,aplikasi rekomendasi situasi overall aplikasi bagus kerepot buku pinjam download habis didownload buka offline aplikasi kadang tidak buka online baca
jujur apk nya bagus nyaman tapi kenapa bumi series nya belum lengkap aku kan mau baca,positive,jujur apk nya bagus nyaman bumi series nya lengkap baca
terima kasih responnya sekarang sudah bisa download dan baca,positive,terima kasih responnya download baca
setelah update versi terbaru buku yang dipinjam dan sudah masuk di rak tidak bisa diunduh sudah dicoba melakukan delete lalu reinstall tapi problem tetap sama hal ini tidak terjadi ketika masih menggunakan versi sebelumnya sudah menghubungi dm instagram dan email support ipusnas juga tapi belum ada balasan mohon solusi terkait permasalahan tersebut updated problem solved thanks ipusnas,negative,update versi baru buku pinjam masuk rak tidak unduh coba delete reinstall problem tidak versi hubung dm instagram email support ipusnas balas mohon solusi kait masalah updated problem solved thanks ipusnas
force close di android,negative,force close android
dear perpusnas the app always closed forcely when i want tapi read some book that i borrowed please fix your app asap thank you,neutral,dear perpusnas app always closed forcely want read book borrowed please fix app asap thank
kok enggak bisa di download ya jadi enggak bisa di baca deh bagaimana ya min,positive,enggak download ya enggak baca deh ya min
saya pernah sangat suka dengan aplikasi ini sampai sewaktu saya mau batalkan antrian peminjaman buku laut bercerita dikarenakan yang sering out of stock jatuhnya aplikasi ini malah jadi spam notifikasi dan saya harap developer bisa memperbaiki hal itu,negative,suka aplikasi batal antri pinjam buku laut cerita stock jatuh aplikasi spam notifikasi harap developer baik
update terbaru sudah memperbaiki bug yang membuat tidak bisa membaca di tab xiaomi pad terima kasih,positive,update baru baik bug tidak baca tab xiaomi pad terima kasih
saya suka bagus,neutral,suka bagus
tadinya bisa dibaca dari tablet saya yang osnya android mengapa sekarang tidak bisa didownload bukunya padahal saya sengaja beli tablet baru supaya bisa baca dengan lebih jelas dengan huruf yang besar,negative,baca tablet osnya android tidak didownload buku sengaja beli tablet baca huruf
buku yang dipinjam sudah dapat di unduh dibaca setelah update,positive,buku pinjam unduh baca update
kenapa ya sudah berhasil minjem buku tapi pas mau dibuka malah otomatis keluar dari aplikasinya,positive,ya hasil minjem buku pas buka otomatis aplikasi
setiap saya mau buka buku yang saya pinjam aplikasinya tertutup secara otomatis,negative,buka buku pinjam aplikasi tutup otomatis
sudah berhasil dipinjam tapi enggak bisa di download jadi enggak bisa di baca,positive,hasil pinjam enggak download enggak baca
masih ada beberapa error tapi mengingat manfaatnya besar aku enggak sayang mengasih bintang,positive,error manfaat enggak sayang asih bintang
tidak bisa mendownload buku selama seminggu terakhir semoga bisa segera diperbaiki,negative,tidak mendownload buku minggu moga baik
aplikasi dari pemerintah enggak ada yang beres yang basisnya literasi pun juga low banget kualitasnya sudah diborrow mau baca cuman muncul ikon download ikon download diteken pun enggak ada apanya enggak ada ikon report ketika ada bugerror,negative,aplikasi perintah enggak beres basis literasi low banget kualitas diborrow baca cuman muncul ikon download ikon download teken enggak apa enggak ikon report bugerror
kenapa tiap mau baca buku aplikasinya menutup sendiri,negative,baca buku aplikasi tutup
saya sudah berhasil meminjam dan mengembalikan buku setelah kosong agak lama saya meminjam buku lagi tapi tidak bisa di download sudah berkali unistallinstall ulang tetap enggak berhasilmohon masukannya dari admin untuk mengatasi hal tsbmksh,negative,hasil pinjam kembali buku kosong pinjam buku tidak download kali unistallinstall ulang enggak berhasilmohon masuk admin atas tsbmksh
kok enggak bisa didownload sih bukunya,neutral,enggak didownload sih buku
saya sudah install aplikasi ini sebulan lalu tapi tibatiba beberapa hari ini harian saya sudah tidak bisa download tombol download tidak berfungsi mohon bantuannya agar bisa segera diperbaiki saya install pada samsung galaxy tab si fe android terima kasih,negative,install aplikasi bulan tibatiba hari tidak download tombol download tidak fungsi mohon bantu baik install samsung galaxy tab si fe android terima kasih
sudah bolak balik donlot dan rekues untuk verified via email tapi enggak dapat juga email balasan nya,negative,bolak donlot rekues verified via email enggak email balas nya
beberapa hari ini saya enggak bisa buku buku di ipusnas klik download tapi tidak ada apa bisa dibantu,negative,enggak buku buku ipusnas klik download tidak bantu
setelah update buku tidak bisa didownload,negative,update buku tidak didownload
bukunya bisa dipinjam tapi enggak bisa didownload jadi enggak bisa dibaca,positive,buku pinjam enggak didownload enggak baca
sudah klik pinjam buku yang tersedia namun entah mengapa tibatiba hari ini bukunya tidak muncul tulisan baca hanya tulisan download yang itupun tidak bisa diklik sudah coba install ulang tapi tetap tidak bisa padahal sebelumnya lancar saja baca di ipusnas mana buku yang dipinjam banyak yang antri dan mau baca mohon diperbaiki,negative,klik pinjam buku sedia tibatiba buku tidak muncul tulis baca tulis download itu tidak klik coba install ulang tidak lancar baca ipusnas buku pinjam antri baca mohon baik
bukunya lumayan lengkap kekurangnnya hanya di ui yang kurang rapi,negative,buku lumayan lengkap kekurangnnya ui rapi
error terus tolong diperbaiki dan ditingkatkan agar pengguna merasa nyaman,positive,error tolong baik tingkat guna nyaman
kecewa banget sudah borrowed bukunya tapi enggak bisa di download sudah di pencet berkali tetap enggak bisa di download padahal sudah sesuai prosedur dulu padahal bisa tapi di versi yang sekarang malah error,negative,kecewa banget borrowed buku enggak download pencet kali enggak download sesuai prosedur versi error
ngelag banget ya plis deh gue pengin belajar saja kok begini,positive,ngelag banget ya plis deh pengin ajar
i like this app baca buku gratis tapi beberapa hari ini lagi error ya bukunya berhasil dipinjam tapi enggak bisa di download,positive,like app baca buku gratis error ya buku hasil pinjam enggak download
sebenarnya sudah bagus ya niatnya biar makin banyak orang bisa baca buku gratis tapi tolong terus ditingkatkan lagi ya kualitas performa aplikasinya dikit eror dikit eror tuh juga bikin sedih huhu apalagi kalo benar lagi pengin baca buku,negative,bagus ya niat biar orang baca buku gratis tolong tingkat ya kualitas performa aplikasi dikit eror dikit eror tuh bikin sedih huhu kalo pengin baca buku
setiap mau buka buku yang di pinjam selalu keluar tiba tiba mohon bantuannya,negative,buka buku pinjam mohon bantu
bukunya enggak bisa di download,neutral,buku enggak download
such a good application tapi bukunya antri terus kalau mau minjem pasti stoknya habis padahal sudah sering dipantengin tetap saja enggak kedapatan tolong dong stok nya ditambah lagi,positive,good application buku antri minjem stok habis dipantengin enggak dapat tolong stok nya tambah
saya baru selesai membaca buku dibuku ke saat saya sudah berhasil meminjam buku tapi buku tersebut tidak bisa di download saya coba buku ke persis seperti kejadian dibuku ke bisa bantu saya min,negative,selesai baca buku buku hasil pinjam buku buku tidak download coba buku persis jadi buku bantu min
tidak bisa baca di android,negative,tidak baca android
aplikasinya memang sedang error atau bagaimana ya kenapa setiap pinjam buku sekarang bukunya enggak bisa langsung di download,negative,aplikasi error ya pinjam buku buku enggak langsung download
awalnya okeoke saja tapi tibatiba buku di rak menghilang enggak lama enggak bisa download padahal buku sudah di rak karena kelamaan di rak akhirnya hilang lagi begitu saja terus please fix this issue,negative,okeoke tibatiba buku rak hilang enggak enggak download buku rak rak hilang please fix issue
kenapa sekarang app ini tidak bisa digunakan setelah kita meminjam harusnya dapat di download tetapi kenapa tombol downloadnya tidak bisa di klik sehingga mengakibatkan saya tidak bisa membaca buku tersebut tolong dibantu solusinya terimakasih,negative,app tidak pinjam download tombol downloadnya tidak klik akibat tidak baca buku tolong bantu solusi terimakasih
kenapa sudah seminggu ini forced close terus ya ada masalah apa bukunya keburu habis masa pinjamnya nih tks,negative,minggu forced close ya buku keburu habis pinjam nih tks
error ya dari kemarin nungguiiiinnn mau baca error huhu tapi exp nya terus berjalan bagaimana ya,neutral,error ya kemarin nungguiiiinnn baca error huhu exp nya jalan ya
menggunakan aplikasi ini mudah dan bermanfaat namun mengapa sejak januari hingga januari ini buku yang dipinjam tidak bisa di download ya terima kasih,positive,aplikasi mudah manfaat januari januari buku pinjam tidak download ya terima kasih
enggak bisa pencet download,negative,enggak pencet download
the concept of this app was good tapi create inclusive access for every person tapi read books but the app is bad the app close forcely everytime i try tapi read the book that i borrowed the app looks outdate if compare tapi another app try tapi fix your bug please,negative,concept app good create inclusive access every person read books app bad app close forcely everytime try read book borrowed app looks outdate compare another app try fix bug please
please upgrade the apss,negative,please upgrade apss
ganti hp dengan os android setelah pinjam buku tidak bisa didownload telah menggunakan app ini hampir tahun sebelumnya tidak ada masalah terimakasih,negative,ganti hp os android pinjam buku tidak didownload app tidak terimakasih
bukunya lebih lengkap daripada apk lain cuma sayang suka keexit sendiri,positive,buku lengkap apk sayang suka keexit
sudah pakai aplikasi ini lebih dari tahun jarang ada masalah tapi sudah hari ini setiap buku yang dipinjam semuanya tidak bisa didownload jadi peminjaman berhasil tapi tidak bisa dibaca karena tidak bisa di download ini kenapa ya,negative,pakai aplikasi jarang buku pinjam tidak didownload pinjam hasil tidak baca tidak download ya
sudah borrow tapi enggak bisa di download buku apapun,negative,borrow enggak download buku apa
terakhir pakai enggak bisa download buku yang dipinjam kitim email ke support enggak dibalas,positive,pakai enggak download buku pinjam kitim email support enggak balas
bagus sih bukunya juga lumayan lengkap tapi dari kemarin enggak bisa download buku,negative,bagus sih buku lumayan lengkap kemarin enggak download buku
saat mau baca selalu force close,neutral,baca force close
sebenarnya ipusnas bantu banget buat yang mau baca buku gratis dan legal bukunya juga bisa dibilang lengkap perkara harus antri sih menurutku enggak masalah ya toh juga gratis tapi sudah empat hari ini ipusnas anehh masa buku yang sudah dipinjem enggak bisa didownload jadinya enggak bisa dibuka sudah di reinstall tiga kali juga sama saja,positive,ipusnas bantu banget baca buku gratis legal buku bilang lengkap perkara antri sih turut enggak ya gratis ipusnas anehh buku dipinjem enggak didownload enggak buka reinstall kali
using this app because my friend give a recommendations and i try create account then i borrow a book after that i want tapi open that book but i cant cause everytime i click this app just doing force close again and again i dont know because my phone doesnt compatible orang something else im using redmi note pro thank you,negative,using app friend give recommendations try create account borrow book want open book cant cause everytime click app force close dont know phone doesnt compatible orang something else im using redmi note pro thank
bagus sih sebenarnya aplikasi ini cuman kenapa ya dari kemarin buku yang saya pinjam tak bisa di download sehingga tidak bisa dibaca mohon perbaikannya segera,negative,bagus sih aplikasi cuman ya kemarin buku pinjam tak download tidak baca mohon baik
tidak ramah,negative,tidak ramah
awalnya lancar dan sangat baik tapi kemudian buku yang dipinjam dan sudah download harus download ulang dan tidak merespon,neutral,lancar buku pinjam download download ulang tidak merespon
my downloaded book is suddenly gone i cant download book anymore i dont know why,negative,downloaded book suddenly gone cant download book anymore dont know
bintang karena setelah update buku yang dipinjam tidak bisa didownload tolong diperbaiki ya nanti reviewnya diubah kalau sudah membaik,positive,bintang update buku pinjam tidak didownload tolong baik ya reviewnya ubah baik
kenapa ya buku yang berhasil dipinjam tidak bisa di download untuk dibaca ada yang salah kah,neutral,ya buku hasil pinjam tidak download baca salah kah
buku yang sudah dipinjam tidak bisa dibaca saat klik buku laman crash dan kembali ke home mohon diperbaiki masalah ini,negative,buku pinjam tidak baca klik buku laman crash home mohon baik
ipusnasku enggak bisa dipakai buat membaca habis di pinjam pas mau dibaca kok langsung keluar sih aplikasinya,positive,ipusnasku enggak pakai baca habis pinjam pas baca langsung sih aplikasi
kak kok habis diupdate kok malah enggak bisa download buku yang dipinjam sih kak tolong diperbaiki ya saya lagi suka baca di ipusnas nih,positive,kak habis diupdate enggak download buku pinjam sih kak tolong baik ya suka baca ipusnas nih
makin hari pengguna makin banyak tapi stock bukunya sama saja malah ada yang sampai antriannya ribuan tapi buku cuma an bagaimana ini,positive,guna stock buku antri ribu buku
tambah mode baca pakai tombol volume bisa mode diperbesar kalau gambar atau apapun itu dan mode baca kasih info kalo deh lebih berapa hari enggak dibalikin bukunya bakal otomatis balik ke perpus lagi kalau kita sudah cari buku di pencarian ada recent activity searchnya fokus saja ke uiux yang baik untuk pembaca bagaimana enggak usah jadi ada note segala following dan followers,neutral,mode baca pakai tombol volume mode besar gambar apa mode baca kasih info kalo deh enggak dibalikin buku otomatis pus cari buku cari recent activity searchnya fokus uiux baca enggak note following followers
kolom pencarian buku tidak bisa digunakan,negative,kolom cari buku tidak
kenapa ya fitur forgot passwordnya enggak ada yang guide di websitenya juga enggak jelas tolong diperbaiki lagi,positive,ya fitur forgot passwordnya enggak guide websitenya enggak tolong baik
aplikasi keluar paksa ebuku sangat sedikit,negative,aplikasi paksa ebuku
sangat membantu mendapatkan dan membaca buku baru,positive,bantu baca buku
jujur bagus banget tapi pls tambahkan dong koleksi bukunya,positive,jujur bagus banget pls tambah koleksi buku
aplikasi ini enggak bakalan berkembang kan enggak ada prbhan dari dulu hingga sekarang dan segala fitur serba terbatas ganti saja nih orang yang btngung jawab atas aplikasi ini,negative,aplikasi enggak kembang enggak prbhan fitur serba batas ganti nih orang btngung aplikasi
tolong perbanyak variasi koleksi bukunya,positive,tolong banyak variasi koleksi buku
buku tidak bisa dibaca aplikasi force close saat akan membuka buku yang sudah berhasil dipinjam,negative,buku tidak baca aplikasi force close buka buku hasil pinjam
please ada dark theme,negative,please dark theme
dari pada log ini pakai alternatif facebook kenapa tidak ada log ini menggunakan nomor anggota saja,negative,log pakai alternatif facebook tidak log nomor anggota
kenapa waktu meminjam aplikasinya malah force close ya,negative,pinjam aplikasi force close ya
halo aku baru beberapa hari ini download ipusnas aplikasinya bagus menyediakan banyak banget buku buat kita baca tapi kalau boleh saran tolong menambah fitur notifikasi kalau buku yang masuk wishlist sudah tersedia jadi biar enggak keduluan terus hehe terima kasih banyak,positive,halo download ipusnas aplikasi bagus sedia banget buku baca saran tolong tambah fitur notifikasi buku masuk wishlist sedia biar enggak keduluan terima kasih
amazing,neutral,amazing
notifikasi tidak muncul di popup sehingga sering ketinggalan info ketersediaan buku kelewatan sedikit padahal bentuk sudah digital kenapa tidak diperbanyak copynya sehingga orangorang juga bisa membacanya tanpa perlu mengantri berabadabad,negative,notifikasi tidak muncul popup tinggal info sedia buku lewat bentuk digital tidak banyak copynya orangorang baca antri berabadabad
saran untuk pengembangan aplikasi karena buku akan otomatis hilang dari rak peminjaman jika tidak di kembalikan sebaiknya ada riwayat peminjaman buku karena saat menemukan buku bagus orang tidak bisa langsung menbaca karena kesibukan atau hal lain saat mau membaca lagi buku sudah hilang tapi lupa judul buku tersebut semoga saran saya dapat terealisasi di masa depan,negative,saran kembang aplikasi buku otomatis hilang rak pinjam tidak kembali riwayat pinjam buku temu buku bagus orang tidak langsung menbaca sibuk baca buku hilang lupa judul buku moga saran realisasi
aplikasi yang sangat bagus untuk menambah wawasan sedikit saran entah apakah kondisi yang saya jelaskan berikut merupakan prosedur standar atau suatu error saat saya sudah daftar email lalu registrasi lalu verifikasi email saat mau meminjam buku semua tahapan sukses dan bisa membaca buku tapi saat jam kemudian ingin mengakses kembali aplikasi meminta verifikasi email ulang mungkin bagian tersebut agak mengganggu akan tetapi saya sangat mengapresiasi kerja keras perpustakaan nasional ini good luck,negative,aplikasi bagus tambah wawas saran kondisi prosedur standar error daftar email registrasi verifikasi email pinjam buku tahap sukses baca buku jam akses aplikasi verifikasi email ulang ganggu apresiasi kerja keras pustaka nasional good luck
tolong admin mohon diperbaiki lagi semua buku tidak bisa dipinjam kesalahan server dari kemarin buat yang mau baca buku kesel terimakasih sudah diperbaiki jadi tambah bagus terimakasih,positive,tolong admin mohon baik buku tidak pinjam salah server kemarin baca buku kesel terimakasih baik bagus terimakasih
apa gunanya ada aplikasi yang klaimnya bisa baca buku online dimana saja tapi kenyataannya buat baca buku lewat app saja harus antre ribu orang,positive,guna aplikasi klaim baca buku online mana nyata baca buku app antre ribu orang
setelah return book pasti selalu freeze atau loading lama coba untuk reopen aplikasinya openingnya lama banget mohon diperbaiki ya tim itu support,positive,return book freeze loading coba reopen aplikasi openingnya banget mohon baik ya tim support
halo min untuk aplikasinya bagus bukunya juga oke tapi boleh enggak untuk jumlah bukunya diperbanyak karena saya ingin pinjam suatu buku tapi selalu penuh selain itu ada beberapa buku yang saya cari tidak ada mungkin bisa dijadikan masukan agar jumlah bukunya semakin bervariasi jujur harga bukunya mahal jadi aplikasi ini sangat membantu sekali bagi yang low budget,negative,halo min aplikasi bagus buku oke enggak buku banyak pinjam buku penuh buku cari tidak jadi masuk buku variasi jujur harga buku mahal aplikasi bantu low budget
i cannot install ini my a samsung,neutral,install samsung
beberapa hari ini koneksi error terus,negative,koneksi error
tolong tambahkan pilihan buku popular kurang popular kemudian pilihan untuk banyak dipinjam dan sedikit dipinjam,neutral,tolong tambah pilih buku popular popular pilih pinjam pinjam
first time using this application and turned out tapi be very bad beyond expectations the application theme is unstable when reading and hurt the eyes,negative,first time using application turned bad beyond expectations application theme unstable reading hurt eyes
baru install start tapi langsung uninstall maaf bukan tidak mendukung tapi apps meminta permission yang rasanya enggak perlu permission buat rubah syatem config,negative,install start langsung uninstall maaf bukan tidak dukung apps permission enggak permission rubah syatem config
min usul min banyak buku yang kurang laku copynya buku yang laku juga sama copy tolong di sortir buku yang laku tolong di tambah copynya terutama buku motivasi thx min,positive,min usul min buku laku copynya buku laku copy tolong sortir buku laku tolong copynya buku motivasi thx min
sangat bermanfaat dan user friendly tolong tingkatkan lagi agar bisa landscape di tablet android,positive,manfaat user friendly tolong tingkat landscape tablet android
great app tapi yang versi desktop error dari kemarin bisa login tapi enggak bisa ngeload buku tampilannya blank saja hope itu gets sorted soon,negative,great app versi desktop error kemarin login enggak ngeload buku tampil blank hope gets sorted soon
its a great app for bookworm haha well even tho sometimes the server error,negative,great app bookworm well even tho sometimes server error
bermasalah,negative,masalah
kenapa ya setiap kali saya mau baca buku malah force close dipencet langsung keluar sendiri dari aplikasi saya jadi tidak bisa membaca mohon segera diperbaiki ya,positive,ya kali baca buku force close pencet langsung aplikasi tidak baca mohon baik ya
worst app cant read a single book here after i borrow them always force close,positive,worst app cant read single book borrow always force close
sering banget error gajelassss kzl,negative,banget error gajelassss kzl
aplikasi ipusnas sering ngebug kadang susah dibuka setelah buka aplikasi hanya muncul cover judul aplikasi ipusnas dan tidak berhenti loading mohon diperbaiki terima kasih,negative,aplikasi ipusnas ngebug kadang susah buka buka aplikasi muncul cover judul aplikasi ipusnas tidak henti loading mohon baik terima kasih
loading lama proses log ini juga dipersulit,positive,loading proses log sulit
always loading,neutral,always loading
please bugnya banyak banget tolongggg kalau mau dijelasin disebut juga banyak banget sampai bingung,negative,please bugnya banget tolongggg dijelasin banget bingung
desain interface app kuno sekali dan terkesan asal jadi dalam mendesain kurang informatif dan enggak user friendly sistem pencarian kurang detail terlalu banyak bug dan error loading juga lama sekali padahal koneksi internet saya lancar sistem limit copy sangat menyusahkan padahal digital loh kenapa enggak limit waktu peminjaman saja daripada sistem kuota begini tidak bisa ubah font size terlalu kecil fontnya,negative,desain interface app kuno kes desain informatif enggak user friendly sistem cari detail bug error loading koneksi internet lancar sistem limit copy susah digital enggak limit pinjam sistem kuota tidak ubah font size fontnya
masuk ke aplikasinya lama banget proses nya lemot,negative,masuk aplikasi banget proses nya lot
stuck di present page perlu maintaince lagi,positive,stuck present page maintaince
sangat bermanfaat untuk membaca buku gratis terdapat banyak koleksi judul yang menarik baik judul baru maupun klasik namun jumlah copy yang dapat dipinjam sangat sedikit dibandingkan jumlah peminjaman kemudian user experience aplikasi sangat buruk terkadang aplikasi loading sangat lama dan logout dengan sendirinya akan lebih baik untuk aplikasi ini diperbaiki agar aplikasi dapat lebih bermanfaat dan mudah digunakan,positive,manfaat baca buku gratis koleksi judul tarik judul klasik copy pinjam banding pinjam user experience aplikasi buruk terkadang aplikasi loading logout aplikasi baik aplikasi manfaat mudah
buku semakin lengkap tapi alangkah lebih baik kalau di halaman awal dimunculkan judul buku yang genrenya sesuai dengan apa yang pernah dibaca oleh user seringkali buku yang di halaman awal selalu judul random yang kurang menarik,positive,buku lengkap alangkah halaman muncul judul buku genre sesuai baca user seringkali buku halaman judul random tarik
error epusnas keeps stoping,negative,error epusnas keeps stoping
hope that more new books will be avilable soon,neutral,hope new books avilable soon
been using this app for almost years tapi get references for my campuss tasks but now i coulnt even login by using my facebook account anymore please fix this issue asap thank you,positive,using app almost years get references campuss tasks coulnt even login using facebook account anymore please fix issue asap thank
masih kurang lengkap bukunya tambahkan lagi bukubuku ilmu pengetahuan islam seperti fiqih tafsir hukum dll,positive,lengkap buku tambah bukubuku ilmu tahu islam fiqih tafsir hukum dll
i cant even sih the content after clicking the app itu just shows the opening screen without processing any further content,neutral,cant even sih content clicking app shows opening screen without processing content
great app please ada pop up notifications when a book is available,positive,great app please pop notifications book available
inovasinya oke mau baca buku enggak harus beli bisa kapanpun alternatif buku juga banyak walaupun masih banyak penulis populer yang bukunya belum saya temui jumlah buku dari setiap judul lumayan banyak tapi terasa kurang untuk beberapa buku laris jadi harus antri lama dan enggak jelas sistematika antriannya bagaimana overall masih enggak user friendly masih harus tap tombol back berulangulang setelah pencarian banyak buku aplikasinya juga masih sering hang semoga bisa lebih baik lagi,positive,inovasi oke baca buku enggak beli alternatif buku tulis populer buku temu buku judul lumayan buku laris antri enggak sistematika antri overall enggak user friendly tap tombol back berulangulang cari buku aplikasi hang moga
aplikasi perpustakaan digital terbaik,positive,aplikasi pustaka digital baik
ngebug terus,neutral,ngebug
kenapa ipusnas meminta akses ke system settings storage dan camera itu bukannya enggak dibutuhin pernah download ipusnas di desktop tapi ternyata itu virus pas di download saya jadk harus restart laptopnya hanya untuk virusnya lepas dari laptopnya ini kalian kenapa meminta akses yang enggak dibutuhin dan kenapa ini virus di desktop saya ada bukti kalau ini virus di desktop,positive,ipusnas akses system settings storage camera enggak dibutuhin download ipusnas desktop virus pas download jadk restart laptop virus lepas laptop akses enggak dibutuhin virus desktop bukti virus desktop
saya sudah sekian puluh kali mencoba login dan registrasi tapi jawaban aplikasi ini tetap sama kalau sandi saya salah akibat aplikasi ini saya perlu mengubah kata sandi bahkan saat diganti pun masih menunjukkan gejala yang sama sok disappointed experience,negative,sekian puluh kali coba login registrasi aplikasi sandi salah akibat aplikasi ubah sandi ganti gejala sok disappointed experience
dengan adanya ipusnas ini sangat membantu bagi para pembaca untuk membaca buku dimana saja dan kapan saja terutama secara gratis saya sangat senang bisa membaca buku melalui ipusnas ini meski tidak semua buku yang saya cari tersedia untuk kedepannya mungkin bisa menambahkan lebih banyak buku lagi juga bukubuku terjemahan,positive,ipusnas bantu baca baca buku mana gratis senang baca buku ipusnas tidak buku cari sedia depan buku bukubuku terjemah
perpustakaan yang amburadul tidak tertata semua kategori isinya hampir ada buku agama,negative,pustaka amburadul tidak tata kategori isi buku agama
network timeout ketika loading buku padahal koneksi buat streaming saja lancar mohon dibenahi karena sepertinya banyak juga pengguna yang memiliki keluhan serupa terimakasih edit sudah diperbaiki all good,positive,network timeout loading buku koneksi streaming lancar mohon benah guna milik keluh terimakasih edit baik good
improvement needs tapi be made here and there but overall its a great app tapi memakai books more accessible hopefully itu promotes reading culture ini indonesia thank you ipusnas,positive,improvement needs made overall great app pakai books accessible hopefully promotes reading culture indonesia thank ipusnas
susah banget makenyamau login susah mau daftar akun enggak tau dimana menunya,negative,susah banget makenyamau login susah daftar akun enggak tau mana menu
koleksi bukunya tolong dilengkapi dong,positive,koleksi buku tolong lengkap
mantap ini baru mencerdaskan jehiduoan bangsa semoga anak bangsa semakin gemar membaca dengan adanyabaplikasi ini cuma banyaknorg belum tau ada perpus digital mantab deh pokoknya terimakasih banyak developer anda layak dapat bintang,positive,mantap cerdas jehiduoan bangsa moga anak bangsa gemar baca adanyabaplikasi banyaknorg tau pus digital mantab deh pokok terimakasih developer layak bintang
aplikasinya sudah sangat bagus tapi masih ada kekurangan di versi terbaru loadingnya terlalu lama bisa sampai menit meskipun koneksi internet bagus,negative,aplikasi bagus kurang versi baru loadingnya menit koneksi internet bagus
aplikasinya bagus tapi sering sekali error padahal internet saya bagus tetapi sulit sekali jika mau pinjam buku saat sudah bisa meminjam buku dan mau membaca malah tombol read tidak bisa merespon file buku jadi tidak bisa terbuka loadingnya juga sangat lama setelah itu malah muncul internet server error mengoperasikan aplikasi ini di laptop jauh lebih susah daripada di handphone saya berharap kualitas aplikasinya diperbaiki,negative,aplikasi bagus error internet bagus sulit pinjam buku pinjam buku baca tombol read tidak merespon file buku tidak buka loadingnya muncul internet server error operasi aplikasi laptop susah handphone harap kualitas aplikasi baik
this is an excellent app a great place tapi read tons and tons of booksnovels i seriously cant believe its for free personally i would be honoured if you ada a feature ini which we could delete our history fitur menghapus histori since im tryna memakai my profile much more appealing oh also maybe making the notifications visible overall its fantastic ill continue tapi look forward for some future updates,neutral,excellent app great place read tons tons booksnovels seriously cant believe free personally would honoured feature could delete history fitur hapus histori since im tryna pakai profile much appealing oh also maybe making notifications visible overall fantastic ill continue look forward future updates
aplikasinya sangat berguna di masa sekarang tetapi sebaiknya adakan fitur baca dan pinjam bukan hanya sekedar pinjam dengan adanya fitur baca maka user tidak harus mengantri meminjam yang boleh jadi sebenarnya bahan tidak ada pada buku jadi sia meminjam dengan antrian bisa selektif untuk mencari baca dan pinjam buku yang diperlukam tanpa harus mengantri panjang,negative,aplikasi guna adakan fitur baca pinjam bukan dar pinjam fitur baca user tidak antri pinjam bahan tidak buku sia pinjam antri selektif cari baca pinjam buku diperlukam antri
great apps eva,positive,great apps eva
