content,case_folding,cleaning,slang,tokenizing,filtered,stemmed,final_text,sentimentLabel
Kok gak bisa didownload sih bukunya?,kok gak bisa didownload sih bukunya?,kok gak bisa didownload sih bukunya,kok enggak bisa didownload sih bukunya,"['kok', 'enggak', 'bisa', 'didownload', 'sih', 'bukunya']","['enggak', 'didownload', 'sih', 'bukunya']","['enggak', 'didownload', 'sih', 'buku']",enggak didownload sih buku,negative
Saya sudah install aplikasi ini sebulan lalu... Tapi tiba-tiba beberapa hari ini 5 harian saya sudah tidak bisa download... Tombol download tidak berfungsi... Mohon bantuannya agar bisa segera diperbaiki... Saya install pada Samsung Galaxy Tab S7 Fe android 11...terima kasih...,saya sudah install aplikasi ini sebulan lalu... tapi tiba-tiba beberapa hari ini 5 harian saya sudah tidak bisa download... tombol download tidak berfungsi... mohon bantuannya agar bisa segera diperbaiki... saya install pada samsung galaxy tab s7 fe android 11...terima kasih...,saya sudah install aplikasi ini sebulan lalu tapi tibatiba beberapa hari ini harian saya sudah tidak bisa download tombol download tidak berfungsi mohon bantuannya agar bisa segera diperbaiki saya install pada samsung galaxy tab s fe android terima kasih,saya sudah install aplikasi ini sebulan lalu tapi tibatiba beberapa hari ini harian saya sudah tidak bisa download tombol download tidak berfungsi mohon bantuannya agar bisa segera diperbaiki saya install pada samsung galaxy tab si fe android terima kasih,"['saya', 'sudah', 'install', 'aplikasi', 'ini', 'sebulan', 'lalu', 'tapi', 'tibatiba', 'beberapa', 'hari', 'ini', 'harian', 'saya', 'sudah', 'tidak', 'bisa', 'download', 'tombol', 'download', 'tidak', 'berfungsi', 'mohon', 'bantuannya', 'agar', 'bisa', 'segera', 'diperbaiki', 'saya', 'install', 'pada', 'samsung', 'galaxy', 'tab', 'si', 'fe', 'android', 'terima', 'kasih']","['install', 'aplikasi', 'sebulan', 'tibatiba', 'harian', 'tidak', 'download', 'tombol', 'download', 'tidak', 'berfungsi', 'mohon', 'bantuannya', 'diperbaiki', 'install', 'samsung', 'galaxy', 'tab', 'si', 'fe', 'android', 'terima', 'kasih']","['install', 'aplikasi', 'bulan', 'tibatiba', 'hari', 'tidak', 'download', 'tombol', 'download', 'tidak', 'fungsi', 'mohon', 'bantu', 'masalah', 'install', 'samsung', 'galaxy', 'tab', 'si', 'fe', 'android', 'terima', 'kasih']",install aplikasi bulan tibatiba hari tidak download tombol download tidak fungsi mohon bantu masalah install samsung galaxy tab si fe android terima kasih,neutral
"Udh bolak balik donlot dan rekues utk verified via email, tp gak dpt2 jg email balasan nya","udh bolak balik donlot dan rekues utk verified via email, tp gak dpt2 jg email balasan nya",udh bolak balik donlot dan rekues utk verified via email tp gak dpt jg email balasan nya,sudah bolak balik donlot dan rekues untuk verified via email tapi enggak dapat juga email balasan nya,"['sudah', 'bolak', 'balik', 'donlot', 'dan', 'rekues', 'untuk', 'verified', 'via', 'email', 'tapi', 'enggak', 'dapat', 'juga', 'email', 'balasan', 'nya']","['bolak', 'donlot', 'rekues', 'verified', 'via', 'email', 'enggak', 'email', 'balasan', 'nya']","['bolak', 'donlot', 'rekues', 'verified', 'via', 'email', 'enggak', 'email', 'balas', 'nya']",bolak donlot rekues verified via email enggak email balas nya,negative
Beberapa hari ini saya gak bisa buku buku di iPusnas.. klik download tp tdk ada apa2.. Bisa dibantu?,beberapa hari ini saya gak bisa buku buku di ipusnas.. klik download tp tdk ada apa2.. bisa dibantu?,beberapa hari ini saya gak bisa buku buku di ipusnas klik download tp tdk ada apa bisa dibantu,beberapa hari ini saya enggak bisa buku buku di ipusnas klik download tapi tidak ada apa bisa dibantu,"['beberapa', 'hari', 'ini', 'saya', 'enggak', 'bisa', 'buku', 'buku', 'di', 'ipusnas', 'klik', 'download', 'tapi', 'tidak', 'ada', 'apa', 'bisa', 'dibantu']","['enggak', 'buku', 'buku', 'ipusnas', 'klik', 'download', 'tidak', 'dibantu']","['enggak', 'buku', 'buku', 'ipusnas', 'klik', 'download', 'tidak', 'bantu']",enggak buku buku ipusnas klik download tidak bantu,neutral
"Setelah update, buku tidak bisa didownload.","setelah update, buku tidak bisa didownload.",setelah update buku tidak bisa didownload,setelah update buku tidak bisa didownload,"['setelah', 'update', 'buku', 'tidak', 'bisa', 'didownload']","['update', 'buku', 'tidak', 'didownload']","['update', 'buku', 'tidak', 'didownload']",update buku tidak didownload,neutral
Bukunya bisa dipinjam tapi gabisa didownload. Jd gabisa dibaca.,bukunya bisa dipinjam tapi gabisa didownload. jd gabisa dibaca.,bukunya bisa dipinjam tapi gabisa didownload jd gabisa dibaca,bukunya bisa dipinjam tapi enggak bisa didownload jadi enggak bisa dibaca,"['bukunya', 'bisa', 'dipinjam', 'tapi', 'enggak', 'bisa', 'didownload', 'jadi', 'enggak', 'bisa', 'dibaca']","['bukunya', 'dipinjam', 'enggak', 'didownload', 'enggak', 'dibaca']","['buku', 'pinjam', 'enggak', 'didownload', 'enggak', 'baca']",buku pinjam enggak didownload enggak baca,negative
"Sudah klik pinjam buku yang tersedia, namun entah mengapa tiba-tiba hari ini bukunya tidak muncul tulisan baca, hanya tulisan download yang itupun tidak bisa diklik. Sudah coba install ulang, tapi tetap tidak bisa. Padahal sebelumnya lancar2 aja baca di ipusnas. Mana buku yang dipinjam banyak yang antri dan mau baca. Mohon diperbaiki.","sudah klik pinjam buku yang tersedia, namun entah mengapa tiba-tiba hari ini bukunya tidak muncul tulisan baca, hanya tulisan download yang itupun tidak bisa diklik. sudah coba install ulang, tapi tetap tidak bisa. padahal sebelumnya lancar2 aja baca di ipusnas. mana buku yang dipinjam banyak yang antri dan mau baca. mohon diperbaiki.",sudah klik pinjam buku yang tersedia namun entah mengapa tibatiba hari ini bukunya tidak muncul tulisan baca hanya tulisan download yang itupun tidak bisa diklik sudah coba install ulang tapi tetap tidak bisa padahal sebelumnya lancar aja baca di ipusnas mana buku yang dipinjam banyak yang antri dan mau baca mohon diperbaiki,sudah klik pinjam buku yang tersedia namun entah mengapa tibatiba hari ini bukunya tidak muncul tulisan baca hanya tulisan download yang itupun tidak bisa diklik sudah coba install ulang tapi tetap tidak bisa padahal sebelumnya lancar saja baca di ipusnas mana buku yang dipinjam banyak yang antri dan mau baca mohon diperbaiki,"['sudah', 'klik', 'pinjam', 'buku', 'yang', 'tersedia', 'namun', 'entah', 'mengapa', 'tibatiba', 'hari', 'ini', 'bukunya', 'tidak', 'muncul', 'tulisan', 'baca', 'hanya', 'tulisan', 'download', 'yang', 'itupun', 'tidak', 'bisa', 'diklik', 'sudah', 'coba', 'install', 'ulang', 'tapi', 'tetap', 'tidak', 'bisa', 'padahal', 'sebelumnya', 'lancar', 'saja', 'baca', 'di', 'ipusnas', 'mana', 'buku', 'yang', 'dipinjam', 'banyak', 'yang', 'antri', 'dan', 'mau', 'baca', 'mohon', 'diperbaiki']","['klik', 'pinjam', 'buku', 'tersedia', 'tibatiba', 'bukunya', 'tidak', 'muncul', 'tulisan', 'baca', 'tulisan', 'download', 'itupun', 'tidak', 'diklik', 'coba', 'install', 'ulang', 'tidak', 'lancar', 'baca', 'ipusnas', 'buku', 'dipinjam', 'antri', 'baca', 'mohon', 'diperbaiki']","['klik', 'pinjam', 'buku', 'sedia', 'tibatiba', 'buku', 'tidak', 'muncul', 'tulis', 'baca', 'tulis', 'download', 'itu', 'tidak', 'klik', 'coba', 'install', 'ulang', 'tidak', 'lancar', 'baca', 'ipusnas', 'buku', 'pinjam', 'antri', 'baca', 'mohon', 'masalah']",klik pinjam buku sedia tibatiba buku tidak muncul tulis baca tulis download itu tidak klik coba install ulang tidak lancar baca ipusnas buku pinjam antri baca mohon masalah,negative
"Bukunya lumayan lengkap, kekurangnnya hanya di UI yg kurang rapih","bukunya lumayan lengkap, kekurangnnya hanya di ui yg kurang rapih",bukunya lumayan lengkap kekurangnnya hanya di ui yg kurang rapih,bukunya lumayan lengkap kekurangnnya hanya di ui yang kurang rapi,"['bukunya', 'lumayan', 'lengkap', 'kekurangnnya', 'hanya', 'di', 'ui', 'yang', 'kurang', 'rapi']","['bukunya', 'lumayan', 'lengkap', 'kekurangnnya', 'ui', 'rapi']","['buku', 'lumayan', 'lengkap', 'kekurangnnya', 'ui', 'rapi']",buku lumayan lengkap kekurangnnya ui rapi,negative
Error terus. Tolong diperbaiki dan ditingkatkan agar pengguna merasa nyaman,error terus. tolong diperbaiki dan ditingkatkan agar pengguna merasa nyaman,error terus tolong diperbaiki dan ditingkatkan agar pengguna merasa nyaman,error terus tolong diperbaiki dan ditingkatkan agar pengguna merasa nyaman,"['error', 'terus', 'tolong', 'diperbaiki', 'dan', 'ditingkatkan', 'agar', 'pengguna', 'merasa', 'nyaman']","['error', 'tolong', 'diperbaiki', 'ditingkatkan', 'pengguna', 'nyaman']","['error', 'tolong', 'masalah', 'tingkat', 'guna', 'nyaman']",error tolong masalah tingkat guna nyaman,negative
"Kecewa banget udah borrowed bukunya tapi gak bisa di download. Udah di pencet berkali2 tetep gak bisa di download padahal udh sesuai prosedur. Dulu padahal bisa, tapi di versi yg sekarang malah error :(","kecewa banget udah borrowed bukunya tapi gak bisa di download. udah di pencet berkali2 tetep gak bisa di download padahal udh sesuai prosedur. dulu padahal bisa, tapi di versi yg sekarang malah error :(",kecewa banget udah borrowed bukunya tapi gak bisa di download udah di pencet berkali tetep gak bisa di download padahal udh sesuai prosedur dulu padahal bisa tapi di versi yg sekarang malah error,kecewa banget sudah borrowed bukunya tapi enggak bisa di download sudah di pencet berkali tetap enggak bisa di download padahal sudah sesuai prosedur dulu padahal bisa tapi di versi yang sekarang malah error,"['kecewa', 'banget', 'sudah', 'borrowed', 'bukunya', 'tapi', 'enggak', 'bisa', 'di', 'download', 'sudah', 'di', 'pencet', 'berkali', 'tetap', 'enggak', 'bisa', 'di', 'download', 'padahal', 'sudah', 'sesuai', 'prosedur', 'dulu', 'padahal', 'bisa', 'tapi', 'di', 'versi', 'yang', 'sekarang', 'malah', 'error']","['kecewa', 'banget', 'borrowed', 'bukunya', 'enggak', 'download', 'pencet', 'berkali', 'enggak', 'download', 'sesuai', 'prosedur', 'versi', 'error']","['kecewa', 'banget', 'borrowed', 'buku', 'enggak', 'download', 'pencet', 'kali', 'enggak', 'download', 'sesuai', 'prosedur', 'versi', 'error']",kecewa banget borrowed buku enggak download pencet kali enggak download sesuai prosedur versi error,negative
Ngelag bgt y ... Plis deh gw pengen belajar aja ko gini 🙄,ngelag bgt y ... plis deh gw pengen belajar aja ko gini 🙄,ngelag bgt y plis deh gw pengen belajar aja ko gini,ngelag banget ya plis deh gue pengin belajar saja kok begini,"['ngelag', 'banget', 'ya', 'plis', 'deh', 'gue', 'pengin', 'belajar', 'saja', 'kok', 'begini']","['ngelag', 'banget', 'ya', 'plis', 'deh', 'pengin', 'belajar']","['ngelag', 'banget', 'ya', 'plis', 'deh', 'pengin', 'ajar']",ngelag banget ya plis deh pengin ajar,negative
"I like this app, baca buku gratis.. Tp bbrp hari ini lagi error y? Bukunya berhasil dipinjam tapi ga bisa di download.","i like this app, baca buku gratis.. tp bbrp hari ini lagi error y? bukunya berhasil dipinjam tapi ga bisa di download.",i like this app baca buku gratis tp bbrp hari ini lagi error y bukunya berhasil dipinjam tapi ga bisa di download,i like this app baca buku gratis tapi beberapa hari ini lagi error ya bukunya berhasil dipinjam tapi enggak bisa di download,"['i', 'like', 'this', 'app', 'baca', 'buku', 'gratis', 'tapi', 'beberapa', 'hari', 'ini', 'lagi', 'error', 'ya', 'bukunya', 'berhasil', 'dipinjam', 'tapi', 'enggak', 'bisa', 'di', 'download']","['like', 'app', 'baca', 'buku', 'gratis', 'error', 'ya', 'bukunya', 'berhasil', 'dipinjam', 'enggak', 'download']","['like', 'app', 'baca', 'buku', 'gratis', 'error', 'ya', 'buku', 'hasil', 'pinjam', 'enggak', 'download']",like app baca buku gratis error ya buku hasil pinjam enggak download,neutral
"Sebenernya udh bagus ya niatnya biar makin banyak orang bisa baca buku gratis. Tapi tolong terus ditingkatkan lagi ya kualitas performa aplikasinya :') dikit2 eror, dikit2 eror tuh juga bikin sedih huhu apalagi kalo bener2 lagi pingin baca buku 🙏","sebenernya udh bagus ya niatnya biar makin banyak orang bisa baca buku gratis. tapi tolong terus ditingkatkan lagi ya kualitas performa aplikasinya :') dikit2 eror, dikit2 eror tuh juga bikin sedih huhu apalagi kalo bener2 lagi pingin baca buku 🙏",sebenernya udh bagus ya niatnya biar makin banyak orang bisa baca buku gratis tapi tolong terus ditingkatkan lagi ya kualitas performa aplikasinya dikit eror dikit eror tuh juga bikin sedih huhu apalagi kalo bener lagi pingin baca buku,sebenarnya sudah bagus ya niatnya biar makin banyak orang bisa baca buku gratis tapi tolong terus ditingkatkan lagi ya kualitas performa aplikasinya dikit eror dikit eror tuh juga bikin sedih huhu apalagi kalo benar lagi pengin baca buku,"['sebenarnya', 'sudah', 'bagus', 'ya', 'niatnya', 'biar', 'makin', 'banyak', 'orang', 'bisa', 'baca', 'buku', 'gratis', 'tapi', 'tolong', 'terus', 'ditingkatkan', 'lagi', 'ya', 'kualitas', 'performa', 'aplikasinya', 'dikit', 'eror', 'dikit', 'eror', 'tuh', 'juga', 'bikin', 'sedih', 'huhu', 'apalagi', 'kalo', 'benar', 'lagi', 'pengin', 'baca', 'buku']","['bagus', 'ya', 'niatnya', 'biar', 'orang', 'baca', 'buku', 'gratis', 'tolong', 'ditingkatkan', 'ya', 'kualitas', 'performa', 'aplikasinya', 'dikit', 'eror', 'dikit', 'eror', 'tuh', 'bikin', 'sedih', 'huhu', 'kalo', 'pengin', 'baca', 'buku']","['bagus', 'ya', 'niat', 'biar', 'orang', 'baca', 'buku', 'gratis', 'tolong', 'tingkat', 'ya', 'kualitas', 'performa', 'aplikasi', 'dikit', 'eror', 'dikit', 'eror', 'tuh', 'bikin', 'sedih', 'huhu', 'kalo', 'pengin', 'baca', 'buku']",bagus ya niat biar orang baca buku gratis tolong tingkat ya kualitas performa aplikasi dikit eror dikit eror tuh bikin sedih huhu kalo pengin baca buku,negative
Setiap mau buka buku yg di pinjam selalu keluar tiba tiba mohon bantuannya,setiap mau buka buku yg di pinjam selalu keluar tiba tiba mohon bantuannya,setiap mau buka buku yg di pinjam selalu keluar tiba tiba mohon bantuannya,setiap mau buka buku yang di pinjam selalu keluar tiba tiba mohon bantuannya,"['setiap', 'mau', 'buka', 'buku', 'yang', 'di', 'pinjam', 'selalu', 'keluar', 'tiba', 'tiba', 'mohon', 'bantuannya']","['buka', 'buku', 'pinjam', 'mohon', 'bantuannya']","['buka', 'buku', 'pinjam', 'mohon', 'bantu']",buka buku pinjam mohon bantu,neutral
Bukunya nggak bisa di download,bukunya nggak bisa di download,bukunya nggak bisa di download,bukunya enggak bisa di download,"['bukunya', 'enggak', 'bisa', 'di', 'download']","['bukunya', 'enggak', 'download']","['buku', 'enggak', 'download']",buku enggak download,neutral
"Such a good Application, tapi bukunya antri terus kalau mau minjem pasti stoknya abis padahal udah sering dipantengin tetap aja ga kedapatan. Tolong dong stok nya ditambah lagi :'((","such a good application, tapi bukunya antri terus kalau mau minjem pasti stoknya abis padahal udah sering dipantengin tetap aja ga kedapatan. tolong dong stok nya ditambah lagi :'((",such a good application tapi bukunya antri terus kalau mau minjem pasti stoknya abis padahal udah sering dipantengin tetap aja ga kedapatan tolong dong stok nya ditambah lagi,such a good application tapi bukunya antri terus kalau mau minjem pasti stoknya habis padahal sudah sering dipantengin tetap saja enggak kedapatan tolong dong stok nya ditambah lagi,"['such', 'a', 'good', 'application', 'tapi', 'bukunya', 'antri', 'terus', 'kalau', 'mau', 'minjem', 'pasti', 'stoknya', 'habis', 'padahal', 'sudah', 'sering', 'dipantengin', 'tetap', 'saja', 'enggak', 'kedapatan', 'tolong', 'dong', 'stok', 'nya', 'ditambah', 'lagi']","['good', 'application', 'bukunya', 'antri', 'minjem', 'stoknya', 'habis', 'dipantengin', 'enggak', 'kedapatan', 'tolong', 'stok', 'nya', 'ditambah']","['good', 'application', 'buku', 'antri', 'minjem', 'stok', 'habis', 'dipantengin', 'enggak', 'dapat', 'tolong', 'stok', 'nya', 'tambah']",good application buku antri minjem stok habis dipantengin enggak dapat tolong stok nya tambah,neutral
"Saya baru selesai membaca 2 buku, dibuku ke-3 saat saya sdh berhasil meminjam buku tp buku tsb tdk bisa di download, saya coba buku ke-4 persis seperti kejadian dibuku ke-3, bisa bantu saya min ?","saya baru selesai membaca 2 buku, dibuku ke-3 saat saya sdh berhasil meminjam buku tp buku tsb tdk bisa di download, saya coba buku ke-4 persis seperti kejadian dibuku ke-3, bisa bantu saya min ?",saya baru selesai membaca buku dibuku ke saat saya sdh berhasil meminjam buku tp buku tsb tdk bisa di download saya coba buku ke persis seperti kejadian dibuku ke bisa bantu saya min,saya baru selesai membaca buku dibuku ke saat saya sudah berhasil meminjam buku tapi buku tersebut tidak bisa di download saya coba buku ke persis seperti kejadian dibuku ke bisa bantu saya min,"['saya', 'baru', 'selesai', 'membaca', 'buku', 'dibuku', 'ke', 'saat', 'saya', 'sudah', 'berhasil', 'meminjam', 'buku', 'tapi', 'buku', 'tersebut', 'tidak', 'bisa', 'di', 'download', 'saya', 'coba', 'buku', 'ke', 'persis', 'seperti', 'kejadian', 'dibuku', 'ke', 'bisa', 'bantu', 'saya', 'min']","['selesai', 'membaca', 'buku', 'dibuku', 'berhasil', 'meminjam', 'buku', 'buku', 'tidak', 'download', 'coba', 'buku', 'persis', 'kejadian', 'dibuku', 'bantu', 'min']","['selesai', 'baca', 'buku', 'buku', 'hasil', 'pinjam', 'buku', 'buku', 'tidak', 'download', 'coba', 'buku', 'persis', 'jadi', 'buku', 'bantu', 'min']",selesai baca buku buku hasil pinjam buku buku tidak download coba buku persis jadi buku bantu min,neutral
Tidak bisa baca di Android 11,tidak bisa baca di android 11,tidak bisa baca di android,tidak bisa baca di android,"['tidak', 'bisa', 'baca', 'di', 'android']","['tidak', 'baca', 'android']","['tidak', 'baca', 'android']",tidak baca android,negative
"Aplikasinya memang sedang error atau bagaimana yaa? Kenapa setiap pinjam buku, sekarang bukunya ga bisa langsung di download","aplikasinya memang sedang error atau bagaimana yaa? kenapa setiap pinjam buku, sekarang bukunya ga bisa langsung di download",aplikasinya memang sedang error atau bagaimana yaa kenapa setiap pinjam buku sekarang bukunya ga bisa langsung di download,aplikasinya memang sedang error atau bagaimana ya kenapa setiap pinjam buku sekarang bukunya enggak bisa langsung di download,"['aplikasinya', 'memang', 'sedang', 'error', 'atau', 'bagaimana', 'ya', 'kenapa', 'setiap', 'pinjam', 'buku', 'sekarang', 'bukunya', 'enggak', 'bisa', 'langsung', 'di', 'download']","['aplikasinya', 'error', 'ya', 'pinjam', 'buku', 'bukunya', 'enggak', 'langsung', 'download']","['aplikasi', 'error', 'ya', 'pinjam', 'buku', 'buku', 'enggak', 'langsung', 'download']",aplikasi error ya pinjam buku buku enggak langsung download,negative
"Awalnya oke-oke aja. Tapi tiba-tiba buku di rak menghilang, gak lama gak bisa download, padahal buku udah di rak. Karena kelamaan di rak, akhirnya hilang lagi. Gitu aja terus. Please fix this issue.","awalnya oke-oke aja. tapi tiba-tiba buku di rak menghilang, gak lama gak bisa download, padahal buku udah di rak. karena kelamaan di rak, akhirnya hilang lagi. gitu aja terus. please fix this issue.",awalnya okeoke aja tapi tibatiba buku di rak menghilang gak lama gak bisa download padahal buku udah di rak karena kelamaan di rak akhirnya hilang lagi gitu aja terus please fix this issue,awalnya okeoke saja tapi tibatiba buku di rak menghilang enggak lama enggak bisa download padahal buku sudah di rak karena kelamaan di rak akhirnya hilang lagi begitu saja terus please fix this issue,"['awalnya', 'okeoke', 'saja', 'tapi', 'tibatiba', 'buku', 'di', 'rak', 'menghilang', 'enggak', 'lama', 'enggak', 'bisa', 'download', 'padahal', 'buku', 'sudah', 'di', 'rak', 'karena', 'kelamaan', 'di', 'rak', 'akhirnya', 'hilang', 'lagi', 'begitu', 'saja', 'terus', 'please', 'fix', 'this', 'issue']","['okeoke', 'tibatiba', 'buku', 'rak', 'menghilang', 'enggak', 'enggak', 'download', 'buku', 'rak', 'rak', 'hilang', 'please', 'fix', 'issue']","['okeoke', 'tibatiba', 'buku', 'rak', 'hilang', 'enggak', 'enggak', 'download', 'buku', 'rak', 'rak', 'hilang', 'please', 'fix', 'issue']",okeoke tibatiba buku rak hilang enggak enggak download buku rak rak hilang please fix issue,negative
"kenapa sekarang app ini tidak bisa digunakan? Setelah kita meminjam harusnya dapat di download tetapi kenapa tombol downloadnya tidak bisa di klik, sehingga mengakibatkan saya tidak bisa membaca buku tersebut, tolong dibantu solusinya terimakasih","kenapa sekarang app ini tidak bisa digunakan? setelah kita meminjam harusnya dapat di download tetapi kenapa tombol downloadnya tidak bisa di klik, sehingga mengakibatkan saya tidak bisa membaca buku tersebut, tolong dibantu solusinya terimakasih",kenapa sekarang app ini tidak bisa digunakan setelah kita meminjam harusnya dapat di download tetapi kenapa tombol downloadnya tidak bisa di klik sehingga mengakibatkan saya tidak bisa membaca buku tersebut tolong dibantu solusinya terimakasih,kenapa sekarang app ini tidak bisa digunakan setelah kita meminjam harusnya dapat di download tetapi kenapa tombol downloadnya tidak bisa di klik sehingga mengakibatkan saya tidak bisa membaca buku tersebut tolong dibantu solusinya terimakasih,"['kenapa', 'sekarang', 'app', 'ini', 'tidak', 'bisa', 'digunakan', 'setelah', 'kita', 'meminjam', 'harusnya', 'dapat', 'di', 'download', 'tetapi', 'kenapa', 'tombol', 'downloadnya', 'tidak', 'bisa', 'di', 'klik', 'sehingga', 'mengakibatkan', 'saya', 'tidak', 'bisa', 'membaca', 'buku', 'tersebut', 'tolong', 'dibantu', 'solusinya', 'terimakasih']","['app', 'tidak', 'meminjam', 'download', 'tombol', 'downloadnya', 'tidak', 'klik', 'mengakibatkan', 'tidak', 'membaca', 'buku', 'tolong', 'dibantu', 'solusinya', 'terimakasih']","['app', 'tidak', 'pinjam', 'download', 'tombol', 'downloadnya', 'tidak', 'klik', 'akibat', 'tidak', 'baca', 'buku', 'tolong', 'bantu', 'solusi', 'terimakasih']",app tidak pinjam download tombol downloadnya tidak klik akibat tidak baca buku tolong bantu solusi terimakasih,neutral
Kenapa sudah seminggu ini forced close terus ya? Ada masalah apa? Bukunya keburu habis masa pinjamnya nih. Tks,kenapa sudah seminggu ini forced close terus ya? ada masalah apa? bukunya keburu habis masa pinjamnya nih. tks,kenapa sudah seminggu ini forced close terus ya ada masalah apa bukunya keburu habis masa pinjamnya nih tks,kenapa sudah seminggu ini forced close terus ya ada masalah apa bukunya keburu habis masa pinjamnya nih tks,"['kenapa', 'sudah', 'seminggu', 'ini', 'forced', 'close', 'terus', 'ya', 'ada', 'masalah', 'apa', 'bukunya', 'keburu', 'habis', 'masa', 'pinjamnya', 'nih', 'tks']","['seminggu', 'forced', 'close', 'ya', 'bukunya', 'keburu', 'habis', 'pinjamnya', 'nih', 'tks']","['minggu', 'forced', 'close', 'ya', 'buku', 'keburu', 'habis', 'pinjam', 'nih', 'tks']",minggu forced close ya buku keburu habis pinjam nih tks,negative
Error yaa :(( dari kemarin nungguiiiinnn mau baca error huhu tapi exp nya terus berjalan gimana yaaa? 😔,error yaa :(( dari kemarin nungguiiiinnn mau baca error huhu tapi exp nya terus berjalan gimana yaaa? 😔,error yaa dari kemarin nungguiiiinnn mau baca error huhu tapi exp nya terus berjalan gimana yaaa,error ya dari kemarin nungguiiiinnn mau baca error huhu tapi exp nya terus berjalan bagaimana ya,"['error', 'ya', 'dari', 'kemarin', 'nungguiiiinnn', 'mau', 'baca', 'error', 'huhu', 'tapi', 'exp', 'nya', 'terus', 'berjalan', 'bagaimana', 'ya']","['error', 'ya', 'kemarin', 'nungguiiiinnn', 'baca', 'error', 'huhu', 'exp', 'nya', 'berjalan', 'ya']","['error', 'ya', 'kemarin', 'nungguiiiinnn', 'baca', 'error', 'huhu', 'exp', 'nya', 'jalan', 'ya']",error ya kemarin nungguiiiinnn baca error huhu exp nya jalan ya,negative
"Menggunakan applikasi ini mudah dan bermanfaat namun mengapa sejak 7 januari hingga 8 januari ini, buku yg dipinjam tidak bisa di download ya? Terima kasih","menggunakan applikasi ini mudah dan bermanfaat namun mengapa sejak 7 januari hingga 8 januari ini, buku yg dipinjam tidak bisa di download ya? terima kasih",menggunakan applikasi ini mudah dan bermanfaat namun mengapa sejak januari hingga januari ini buku yg dipinjam tidak bisa di download ya terima kasih,menggunakan aplikasi ini mudah dan bermanfaat namun mengapa sejak januari hingga januari ini buku yang dipinjam tidak bisa di download ya terima kasih,"['menggunakan', 'aplikasi', 'ini', 'mudah', 'dan', 'bermanfaat', 'namun', 'mengapa', 'sejak', 'januari', 'hingga', 'januari', 'ini', 'buku', 'yang', 'dipinjam', 'tidak', 'bisa', 'di', 'download', 'ya', 'terima', 'kasih']","['aplikasi', 'mudah', 'bermanfaat', 'januari', 'januari', 'buku', 'dipinjam', 'tidak', 'download', 'ya', 'terima', 'kasih']","['aplikasi', 'mudah', 'manfaat', 'januari', 'januari', 'buku', 'pinjam', 'tidak', 'download', 'ya', 'terima', 'kasih']",aplikasi mudah manfaat januari januari buku pinjam tidak download ya terima kasih,neutral
Nggak bisa pencet download,nggak bisa pencet download,nggak bisa pencet download,enggak bisa pencet download,"['enggak', 'bisa', 'pencet', 'download']","['enggak', 'pencet', 'download']","['enggak', 'pencet', 'download']",enggak pencet download,negative
"The concept of this app was good, to create inclusive access for every person to read books. But the app is bad, the app close forcely everytime I try to read the book that I borrowed. The app looks outdate if compare to another app. Try to fix your bug please :(","the concept of this app was good, to create inclusive access for every person to read books. but the app is bad, the app close forcely everytime i try to read the book that i borrowed. the app looks outdate if compare to another app. try to fix your bug please :(",the concept of this app was good to create inclusive access for every person to read books but the app is bad the app close forcely everytime i try to read the book that i borrowed the app looks outdate if compare to another app try to fix your bug please,the concept of this app was good tapi create inclusive access for every person tapi read books but the app is bad the app close forcely everytime i try tapi read the book that i borrowed the app looks outdate if compare tapi another app try tapi fix your bug please,"['the', 'concept', 'of', 'this', 'app', 'was', 'good', 'tapi', 'create', 'inclusive', 'access', 'for', 'every', 'person', 'tapi', 'read', 'books', 'but', 'the', 'app', 'is', 'bad', 'the', 'app', 'close', 'forcely', 'everytime', 'i', 'try', 'tapi', 'read', 'the', 'book', 'that', 'i', 'borrowed', 'the', 'app', 'looks', 'outdate', 'if', 'compare', 'tapi', 'another', 'app', 'try', 'tapi', 'fix', 'your', 'bug', 'please']","['concept', 'app', 'good', 'create', 'inclusive', 'access', 'every', 'person', 'read', 'books', 'app', 'bad', 'app', 'close', 'forcely', 'everytime', 'try', 'read', 'book', 'borrowed', 'app', 'looks', 'outdate', 'compare', 'another', 'app', 'try', 'fix', 'bug', 'please']","['concept', 'app', 'good', 'create', 'inclusive', 'access', 'every', 'person', 'read', 'books', 'app', 'bad', 'app', 'close', 'forcely', 'everytime', 'try', 'read', 'book', 'borrowed', 'app', 'looks', 'outdate', 'compare', 'another', 'app', 'try', 'fix', 'bug', 'please']",concept app good create inclusive access every person read books app bad app close forcely everytime try read book borrowed app looks outdate compare another app try fix bug please,negative
Please upgrade the apss,please upgrade the apss,please upgrade the apss,please upgrade the apss,"['please', 'upgrade', 'the', 'apss']","['please', 'upgrade', 'apss']","['please', 'upgrade', 'apss']",please upgrade apss,negative
